Bootcamp Course,Bootcamp Format,Bootcamp Year,Campus - Timezone,Drop,Drop Reason,how did you hear about us?,Person Account: Gender,Stage Duration,Paid Deposit,Scholarship,Discount,Time Conversion - days,Time between Created Date and Start Date - days,Discount(%),Creater Month,Creater Quarter
WD,FT,2020,MIA,0,Not specified,IronhackEvent,Male,176.0,0,0,0,24,72,0.0,6,2
DA,PT,2020,MEX,0,Not specified,google,Male,190.0,0,0,0,46,136,0.0,5,2
DA,FT,2020,PAR,0,Not specified,Referral,Female,180.0,0,0,0,43,98,0.0,5,2
WD,PT,2020,SAO,0,Not specified,Referral,Female,180.0,1,0,1,214,92,0.18000000000000005,4,2
UX,FT,2020,SAO,0,Not specified,google,Female,190.0,0,0,0,43,-133,0.0,5,2
WD,FT,2020,RMT-America,0,Not specified,google,Male,186.0,0,0,0,42,19,0.0,5,2
WD,FT,2020,RMT-America,0,Not specified,google,Male,186.0,0,0,0,40,17,0.0,5,2
WD,FT,2020,MAD,0,Not specified,Referral,Male,148.0,1,0,1,13,48,0.18999999999999995,6,2
DA,FT,2020,MAD,0,Not specified,newspaperOrMagazine,Male,141.0,0,0,0,0,48,0.0,6,2
WD,FT,2020,MIA,0,Not specified,other,Male,141.0,0,0,0,0,48,0.0,6,2
DA,FT,2021,MAD,0,Not specified,Referral,Female,82.0,0,0,1,0,411,0.09999999999999998,9,3
DA,FT,2020,MAD,0,Not specified,Referral,Female,76.0,1,0,1,85,111,0.09999999999999998,6,2
WD,FT,2020,RMT-Europe,0,Not specified,IronhackEvent,Female,162.0,0,0,1,85,62,0.09999999999999998,4,2
WD,FT,2020,RMT-Europe,0,Not specified,google,Male,151.0,0,0,0,0,111,0.0,6,2
WD,FT,2020,MEX,0,Not specified,Social Media,Male,137.0,0,0,0,24,-90,0.0,6,2
WD,FT,2020,PAR,0,Not specified,google,Male,190.0,0,0,0,48,103,0.0,5,2
WD,FT,2020,RMT-Europe,0,Not specified,switchup,Female,174.0,1,0,1,13,1,0.09999999999999998,6,2
DA,FT,2020,MAD,0,Not specified,Social Media,Male,140.0,0,0,0,0,48,0.0,6,2
WD,PT,2020,AMS,0,Not specified,Social Media,Male,203.0,0,0,0,6,48,0.0,5,2
WD,FT,2020,BER,0,Not specified,Social Media,Male,197.0,0,0,0,40,-136,0.0,5,2
DA,FT,2020,AMS,0,Not specified,Social Media,Male,200.0,0,0,0,1,67,0.0,5,2
DA,FT,2021,BER,0,Not specified,Social Media,Male,69.0,0,0,0,0,399,0.0,9,3
WD,FT,2020,BER,0,Not specified,google,Male,208.0,0,0,0,47,158,0.0,5,2
UX,FT,2020,PAR,0,Not specified,google,Female,197.0,0,0,0,40,25,0.0,5,2
WD,FT,2020,BER,0,Not specified,Social Media,Male,205.0,0,0,0,25,-151,0.0,6,2
WD,PT,2020,BCN,0,Not specified,Referral,Female,62.0,0,0,0,0,91,0.0,6,2
DA,FT,2020,MEX,0,Not specified,Referral,Male,188.0,0,0,0,116,2,0.0,3,1
DA,FT,2020,MEX,0,Not specified,Referral,Male,188.0,0,1,0,0,2,0.19999999999999996,3,1
UX,FT,2020,SAO,0,Not specified,Social Media,Female,125.0,0,0,0,0,48,0.0,6,2
DA,FT,2020,PAR,0,Not specified,google,Female,172.0,0,0,1,55,110,0.09999999999999998,5,2
UX,FT,2020,MEX,0,Not specified,IronStar,Male,131.0,0,0,0,17,-68,0.0,5,2
WD,PT,2020,RMT-Europe,0,Not specified,Referral,Male,190.0,0,0,1,46,-99,0.13,5,2
WD,FT,2020,RMT-Europe,0,Not specified,Social Media,Female,204.0,0,0,0,46,23,0.0,5,2
DA,PT,2020,SAO,0,Not specified,newspaperOrMagazine,Male,197.0,0,0,0,46,53,0.0,5,2
WD,FT,2020,AMS,0,Not specified,Social Media,Male,204.0,0,0,1,45,72,0.09999999999999998,5,2
DA,FT,2020,BER,0,Not specified,Referral,Male,202.0,0,0,0,44,-132,0.0,5,2
UX,PT,2020,BER,0,Not specified,google,Female,197.0,0,0,0,40,96,0.0,5,2
WD,FT,2020,MIA,0,Not specified,google,Female,186.0,0,0,0,40,77,0.0,5,2
DA,PT,2020,MAD,0,Not specified,Referral,Male,25.0,0,0,0,0,73,0.0,6,2
WD,FT,2020,LIS,0,Not specified,Social Media,Female,125.0,0,0,0,0,163,0.0,6,2
WD,PT,2020,RMT-America,0,Not specified,switchup,Male,188.0,0,0,0,41,48,0.0,5,2
UX,FT,2020,MAD,0,Not specified,Referral,Female,201.0,0,0,0,41,89,0.0,5,2
WD,FT,2020,BCN,0,Not specified,Referral,Female,168.0,0,0,1,40,39,0.09999999999999998,5,2
WD,FT,2020,SAO,0,Not specified,other,Male,190.0,0,0,0,41,-135,0.0,5,2
WD,FT,2020,RMT-Europe,0,Not specified,google,Non-binary,201.0,0,0,0,41,18,0.0,5,2
WD,FT,2020,RMT-America,0,Not specified,google,Male,183.0,0,0,0,40,17,0.0,5,2
WD,FT,2020,RMT-America,0,Not specified,other,Male,186.0,0,0,0,40,17,0.0,5,2
WD,PT,2020,BER,0,Not specified,Social Media,Male,189.0,0,0,0,40,96,0.0,5,2
WD,FT,2020,MIA,0,Not specified,Referral,Male,141.0,0,0,0,0,48,0.0,6,2
DA,FT,2020,MAD,0,Not specified,Social Media,Female,200.0,0,0,0,25,73,0.0,6,2
WD,PT,2020,MEX,0,Not specified,Social Media,Female,168.0,1,0,1,27,124,0.15000000000000002,5,2
WD,FT,2020,RMT-Europe,0,Not specified,other,Male,183.0,0,0,0,35,12,0.0,5,2
DA,FT,2020,BCN,0,Not specified,Referral,Female,62.0,0,0,1,34,145,0.09999999999999998,5,2
WD,FT,2020,BCN,0,Not specified,Referral,Male,103.0,0,0,0,33,123,0.0,5,2
DA,PT,2020,BCN,0,Not specified,Social Media,Male,181.0,0,0,0,33,19,0.0,5,2
DA,FT,2020,BER,0,Not specified,newspaperOrMagazine,Male,188.0,1,0,1,70,133,0.19999999999999996,5,2
UX,FT,2020,MAD,0,Not specified,Social Media,Female,202.0,0,0,0,46,94,0.0,5,2
WD,FT,2020,RMT-America,0,Not specified,google,Male,194.0,0,0,0,45,22,0.0,5,2
DA,FT,2020,BER,0,Not specified,google,Female,153.0,0,0,1,35,135,0.28,5,2
UX,FT,2020,BER,0,Not specified,Social Media,Male,161.0,1,0,0,112,135,0.0,5,2
DA,FT,2020,RMT-Europe,0,Not specified,google,Male,159.0,0,0,0,33,-18,0.0,5,2
DA,PT,2020,BCN,0,Not specified,Social Media,Male,183.0,1,0,0,131,19,0.0,5,2
DA,FT,2020,LIS,0,Not specified,other,Male,188.0,1,0,1,101,32,0.18999999999999995,5,2
WD,PT,2020,RMT-America,0,Not specified,google,Male,194.0,0,0,0,35,42,0.0,5,2
WD,PT,2020,MAD,0,Not specified,Referral,Female,181.0,1,0,1,18,106,0.09999999999999998,5,2
DA,PT,2020,MEX,0,Not specified,newspaperOrMagazine,Male,180.0,0,0,0,32,122,0.0,5,2
UX,FT,2020,SAO,0,Not specified,google,Male,183.0,0,0,0,35,-141,0.0,5,2
WD,FT,2020,MEX,0,Not specified,Social Media,Male,190.0,0,0,0,33,-81,0.0,5,2
WD,PT,2020,MEX,0,Not specified,Social Media,Male,197.0,0,0,0,45,135,0.0,5,2
WD,PT,2020,RMT-America,0,Not specified,google,Male,186.0,0,0,0,45,52,0.0,5,2
WD,FT,2020,RMT-America,0,Not specified,Social Media,Male,186.0,0,0,1,34,11,0.09999999999999998,5,2
DA,FT,2020,MEX,0,Not specified,Referral,Male,188.0,0,0,0,36,-78,0.0,5,2
UX,FT,2020,SAO,0,Not specified,Social Media,Male,183.0,0,0,0,33,-143,0.0,5,2
DA,FT,2020,MAD,0,Not specified,Referral,Male,166.0,1,0,0,29,145,0.0,5,2
UX,FT,2020,PAR,0,Not specified,newspaperOrMagazine,Female,179.0,0,0,0,33,88,0.0,5,2
DA,PT,2020,MEX,0,Not specified,newspaperOrMagazine,Female,188.0,0,0,1,33,123,0.09999999999999998,5,2
DA,FT,2020,MAD,0,Not specified,Referral,Male,190.0,0,0,0,36,84,0.0,5,2
UX,FT,2020,SAO,0,Not specified,Social Media,Male,67.0,1,0,0,23,146,0.0,5,2
DA,FT,2020,MAD,0,Not specified,Referral,Female,189.0,0,0,1,32,80,0.09999999999999998,5,2
DA,PT,2021,AMS,1,Changed my mind,Referral,Male,183.0,1,0,0,130,249,0.0,5,2
DA,PT,2020,AMS,0,Not specified,Referral,Female,183.0,0,0,1,32,32,0.09999999999999998,5,2
UX,FT,2020,SAO,0,Not specified,Social Media,Female,194.0,0,0,0,35,-141,0.0,5,2
WD,FT,2020,RMT-America,0,Not specified,google,Male,193.0,0,0,0,36,13,0.0,5,2
UX,FT,2020,PAR,0,Not specified,Referral,Female,113.0,0,0,0,36,91,0.0,5,2
DA,PT,2020,MEX,0,Not specified,Social Media,Male,188.0,0,0,0,34,124,0.0,5,2
DA,FT,2020,PAR,0,Not specified,other,Female,175.0,0,0,1,36,91,0.09999999999999998,5,2
WD,FT,2020,BER,0,Not specified,other,Female,195.0,0,0,1,34,145,0.09999999999999998,5,2
UX,FT,2020,MEX,0,Not specified,IronStar,Prefer not to disclose,145.0,0,0,0,6,-79,0.0,5,2
WD,FT,2020,PAR,0,Not specified,google,Male,175.0,0,0,0,33,88,0.0,5,2
WD,FT,2020,PAR,0,Not specified,Referral,Male,189.0,1,0,0,100,87,0.0,5,2
WD,FT,2020,AMS,0,Not specified,google,Male,186.0,0,0,0,32,59,0.0,5,2
DA,FT,2020,BCN,0,Not specified,Social Media,Male,180.0,0,0,0,37,29,0.0,5,2
WD,FT,2020,RMT-America,0,Not specified,google,Male,189.0,0,0,0,36,199,0.0,5,2
UX,FT,2020,BCN,0,Not specified,google,Male,77.0,0,0,0,35,125,0.0,5,2
WD,FT,2020,MIA,0,Not specified,google,Female,186.0,0,0,1,34,71,0.09999999999999998,5,2
UX,FT,2020,SAO,0,Not specified,google,Female,183.0,0,0,0,32,-144,0.0,5,2
WD,FT,2020,MAD,0,Not specified,Social Media,Male,189.0,0,0,0,32,80,0.0,5,2
WD,FT,2021,PAR,0,Not specified,newspaperOrMagazine,Male,71.0,0,0,0,85,271,0.0,4,2
WD,PT,2020,RMT-Europe,0,Not specified,other,Male,195.0,1,0,1,3,-109,0.13,5,2
WD,FT,2020,AMS,0,Not specified,Social Media,Male,186.0,0,0,0,36,63,0.0,5,2
UX,PT,2020,SAO,0,Not specified,google,Male,169.0,0,0,0,36,148,0.0,5,2
DA,PT,2020,BER,0,Not specified,IronhackEvent,Female,193.0,0,0,0,36,92,0.0,5,2
DA,FT,2020,BER,0,Not specified,Social Media,Male,151.0,1,0,1,48,132,0.28,5,2
WD,FT,2020,PAR,0,Not specified,google,Male,194.0,0,0,0,33,88,0.0,5,2
UX,FT,2020,MEX,0,Not specified,Social Media,Male,145.0,0,0,0,32,-82,0.0,5,2
WD,FT,2020,RMT-Europe,0,Not specified,Social Media,Female,11.0,0,0,1,0,4,0.09999999999999998,10,4
WD,FT,2020,RMT-America,0,Not specified,google,Male,182.0,0,0,0,36,13,0.0,5,2
WD,FT,2020,RMT-Europe,0,Not specified,switchup,Female,175.0,0,0,1,32,9,0.09999999999999998,5,2
WD,FT,2020,MIA,0,Not specified,Social Media,Male,132.0,0,0,0,33,81,0.0,5,2
WD,FT,2020,RMT-America,0,Not specified,google,Male,176.0,0,0,0,34,11,0.0,5,2
UX,FT,2020,MAD,0,Not specified,Referral,Male,120.0,1,0,0,102,143,0.0,5,2
UX,PT,2020,BER,0,Not specified,IronhackEvent,Female,180.0,0,0,0,32,88,0.0,5,2
WD,FT,2020,MIA,0,Not specified,other,Male,183.0,0,0,0,116,164,0.0,3,1
WD,FT,2020,AMS,0,Not specified,Social Media,Male,154.0,0,0,0,36,199,0.0,5,2
WD,FT,2020,RMT-America,0,Not specified,google,Male,179.0,0,0,0,36,13,0.0,5,2
DA,FT,2020,PAR,0,Not specified,Referral,Male,188.0,0,0,0,36,91,0.0,5,2
WD,PT,2020,MEX,0,Not specified,google,Female,182.0,0,0,1,34,124,0.09999999999999998,5,2
WD,FT,2020,BER,0,Not specified,Social Media,Female,186.0,0,0,1,33,133,0.09999999999999998,5,2
UX,FT,2020,PAR,0,Not specified,Referral,Female,181.0,0,0,0,33,18,0.0,5,2
DA,FT,2020,AMS,0,Not specified,Referral,Male,166.0,0,0,0,35,62,0.0,5,2
UX,PT,2020,MAD,0,Not specified,Referral,Female,165.0,1,0,0,31,135,0.0,5,2
WD,FT,2020,AMS,0,Not specified,Social Media,Male,183.0,0,0,0,34,61,0.0,5,2
WD,FT,2020,RMT-Europe,0,Not specified,other,Male,194.0,0,0,0,35,12,0.0,5,2
UX,FT,2021,MIA,0,Not specified,newspaperOrMagazine,Male,175.0,1,0,0,18,297,0.0,5,2
UX,FT,2020,AMS,0,Not specified,google,Male,179.0,0,0,0,55,218,0.0,5,2
WD,FT,2020,RMT-America,0,Not specified,switchup,Male,193.0,0,0,0,35,12,0.0,5,2
DA,FT,2020,AMS,0,Not specified,google,Male,190.0,0,0,0,35,62,0.0,5,2
WD,FT,2020,RMT-America,0,Not specified,google,Male,169.0,0,0,0,34,197,0.0,5,2
WD,FT,2020,BCN,0,Not specified,Referral,Male,183.0,1,0,1,72,125,0.06999999999999995,5,2
DA,FT,2020,BER,0,Not specified,Social Media,Male,189.0,0,0,0,35,135,0.0,5,2
WD,FT,2020,PAR,0,Not specified,Social Media,Female,193.0,0,0,1,32,69,0.09999999999999998,5,2
DA,FT,2020,PAR,0,Not specified,google,Male,209.0,0,0,0,48,85,0.0,5,2
WD,FT,2020,BER,0,Not specified,Social Media,Male,194.0,0,0,0,48,159,0.0,5,2
UX,FT,2020,MEX,0,Not specified,Social Media,Male,194.0,0,0,0,35,-79,0.0,5,2
UX,FT,2020,PAR,0,Not specified,Referral,Male,181.0,0,0,0,35,20,0.0,5,2
WD,PT,2020,BER,0,Not specified,google,Male,109.0,0,0,0,33,89,0.0,5,2
WD,FT,2020,AMS,0,Not specified,google,Male,175.0,0,0,0,36,63,0.0,5,2
UX,PT,2020,PAR,0,Not specified,Referral,Female,139.0,0,0,0,35,118,0.0,5,2
DA,FT,2020,MEX,0,Not specified,other,Male,188.0,0,0,0,33,-81,0.0,5,2
UX,FT,2020,SAO,0,Not specified,Social Media,Male,190.0,0,0,0,36,-140,0.0,5,2
DA,FT,2020,MAD,0,Not specified,Referral,Female,162.0,0,0,1,33,144,0.09999999999999998,5,2
WD,FT,2020,BER,0,Not specified,Social Media,Female,194.0,0,0,1,33,133,0.09999999999999998,5,2
WD,FT,2020,SAO,0,Not specified,google,Female,183.0,0,0,1,33,-143,0.09999999999999998,5,2
WD,FT,2020,MIA,0,Not specified,google,Female,186.0,0,0,1,34,71,0.09999999999999998,5,2
WD,FT,2020,PAR,0,Not specified,google,Male,193.0,0,0,0,33,88,0.0,5,2
WD,PT,2020,MEX,0,Not specified,Referral,Male,179.0,0,0,0,34,124,0.0,5,2
WD,FT,2020,RMT-Europe,0,Not specified,Referral,Male,180.0,0,0,0,24,1,0.0,6,2
UX,PT,2020,MEX,0,Not specified,google,Female,169.0,1,0,0,77,175,0.0,4,2
WD,FT,2020,AMS,0,Not specified,IronhackEvent,Male,197.0,0,0,0,0,63,0.0,5,2
UX,FT,2020,AMS,0,Not specified,Referral,Male,190.0,0,0,0,36,63,0.0,5,2
DA,FT,2020,BCN,0,Not specified,Social Media,Male,174.0,0,0,0,35,27,0.0,5,2
WD,PT,2020,MEX,0,Not specified,google,Male,179.0,0,0,0,33,123,0.0,5,2
DA,FT,2020,SAO,0,Not specified,newspaperOrMagazine,Male,183.0,0,0,0,32,-144,0.0,5,2
WD,FT,2020,LIS,0,Not specified,google,Male,186.0,0,0,0,32,31,0.0,5,2
WD,FT,2020,PAR,0,Not specified,google,Male,195.0,0,0,0,35,90,0.0,5,2
WD,FT,2020,BER,0,Not specified,Social Media,Male,196.0,0,0,0,35,135,0.0,5,2
UX,FT,2020,BCN,0,Not specified,google,Male,124.0,0,0,0,35,146,0.0,5,2
WD,PT,2020,BCN,0,Not specified,other,Male,155.0,0,0,0,33,124,0.0,5,2
UX,FT,2020,SAO,0,Not specified,google,Female,183.0,0,0,0,33,-143,0.0,5,2
WD,PT,2020,SAO,0,Not specified,google,Male,173.0,0,0,0,36,43,0.0,5,2
UX,FT,2020,MAD,0,Not specified,Referral,Male,175.0,0,0,0,35,83,0.0,5,2
UX,FT,2020,MEX,0,Not specified,IronStar,Prefer not to disclose,145.0,0,0,0,6,-79,0.0,5,2
UX,FT,2020,BCN,0,Not specified,google,Female,77.0,0,0,0,36,126,0.0,5,2
WD,FT,2020,MEX,0,Not specified,other,Male,197.0,0,0,0,36,-78,0.0,5,2
DA,FT,2021,SAO,0,Not specified,Social Media,Female,11.0,0,0,1,0,344,0.09999999999999998,11,4
UX,PT,2020,MEX,0,Not specified,Social Media,Female,190.0,0,0,0,35,125,0.0,5,2
DA,FT,2020,SAO,0,Not specified,google,Female,193.0,1,0,1,4,-140,0.18000000000000005,5,2
WD,FT,2020,RMT-Europe,0,Not specified,other,Female,175.0,0,0,1,34,11,0.09999999999999998,5,2
UX,FT,2020,PAR,0,Not specified,Social Media,Male,194.0,0,0,0,34,19,0.0,5,2
UX,FT,2020,BCN,0,Not specified,Referral,Female,179.0,0,0,0,33,144,0.0,5,2
WD,FT,2020,RMT-Europe,0,Not specified,Referral,Male,190.0,0,0,0,35,12,0.0,5,2
WD,FT,2020,RMT-America,0,Not specified,courseReport,Male,182.0,0,0,0,35,12,0.0,5,2
UX,FT,2020,MEX,0,Not specified,Social Media,Male,193.0,0,0,0,33,-81,0.0,5,2
UX,FT,2020,SAO,0,Not specified,google,Male,183.0,0,0,0,34,-142,0.0,5,2
WD,FT,2020,PAR,0,Not specified,switchup,Female,190.0,0,0,1,32,69,0.09999999999999998,5,2
WD,FT,2020,RMT-America,0,Not specified,google,Female,182.0,0,0,0,46,23,0.0,5,2
WD,FT,2020,RMT-Europe,0,Not specified,google,Female,183.0,0,0,1,35,12,0.09999999999999998,5,2
WD,FT,2020,RMT-America,0,Not specified,google,Female,183.0,0,0,1,35,12,0.09999999999999998,5,2
WD,FT,2020,RMT-America,0,Not specified,other,Male,181.0,0,0,0,35,198,0.0,5,2
UX,PT,2020,MAD,0,Not specified,google,Male,197.0,0,0,0,36,139,0.0,5,2
WD,FT,2020,LIS,0,Not specified,Referral,Male,168.0,0,0,0,35,34,0.0,5,2
UX,FT,2020,MAD,0,Not specified,google,Male,193.0,0,0,0,33,81,0.0,5,2
WD,FT,2020,PAR,0,Not specified,google,Male,173.0,0,0,0,35,90,0.0,5,2
WD,FT,2020,RMT-Europe,0,Not specified,google,Female,188.0,0,0,1,32,9,0.09999999999999998,5,2
DA,FT,2020,AMS,0,Not specified,other,Female,182.0,0,0,1,35,62,0.09999999999999998,5,2
WD,FT,2020,LIS,0,Not specified,switchup,Female,182.0,1,0,1,17,31,0.14,5,2
WD,FT,2020,SAO,0,Not specified,google,Male,182.0,0,0,0,35,-141,0.0,5,2
UX,FT,2020,SAO,0,Not specified,google,Male,194.0,1,0,1,2,-141,0.20999999999999996,5,2
WD,FT,2020,RMT-Europe,0,Not specified,Social Media,Male,195.0,0,0,0,35,12,0.0,5,2
WD,FT,2020,AMS,0,Not specified,google,Prefer not to disclose,190.0,0,0,0,35,62,0.0,5,2
DA,FT,2020,MAD,0,Not specified,Referral,Male,154.0,1,0,0,43,84,0.0,5,2
WD,FT,2020,MEX,0,Not specified,google,Male,188.0,0,0,0,33,-81,0.0,5,2
WD,FT,2020,BER,0,Not specified,google,Male,131.0,0,0,1,32,132,0.28,5,2
WD,FT,2020,PAR,0,Not specified,other,Male,180.0,0,0,0,32,87,0.0,5,2
DA,FT,2020,AMS,0,Not specified,Social Media,Male,141.0,0,0,0,32,195,0.0,5,2
WD,FT,2020,AMS,0,Not specified,google,Male,190.0,0,0,0,35,62,0.0,5,2
DA,PT,2020,PAR,0,Not specified,newspaperOrMagazine,Female,181.0,0,0,1,33,-83,0.09999999999999998,5,2
WD,FT,2020,MIA,0,Not specified,Social Media,Male,186.0,0,0,0,33,70,0.0,5,2
WD,FT,2020,SAO,0,Not specified,Social Media,Male,159.0,0,0,0,85,133,0.0,4,2
UX,FT,2020,PAR,0,Not specified,Social Media,Female,194.0,0,0,0,35,20,0.0,5,2
WD,FT,2020,MIA,0,Not specified,newspaperOrMagazine,Female,183.0,0,0,1,34,82,0.09999999999999998,5,2
WD,FT,2020,MIA,0,Not specified,google,Male,186.0,0,0,0,35,72,0.0,5,2
WD,FT,2020,RMT-Europe,0,Not specified,Social Media,Female,196.0,0,0,1,35,12,0.09999999999999998,5,2
WD,FT,2020,MAD,0,Not specified,Referral,Male,188.0,0,0,0,34,82,0.0,5,2
UX,FT,2020,BCN,0,Not specified,google,Male,193.0,0,0,0,33,25,0.0,5,2
WD,FT,2020,RMT-America,0,Not specified,google,Male,189.0,0,0,0,33,196,0.0,5,2
UX,PT,2020,MAD,0,Not specified,other,Female,197.0,0,0,0,36,139,0.0,5,2
WD,PT,2020,PAR,0,Not specified,other,Male,196.0,0,0,0,36,-109,0.0,5,2
WD,FT,2020,RMT-America,0,Not specified,Social Media,Male,176.0,0,0,0,35,12,0.0,5,2
UX,FT,2020,PAR,0,Not specified,other,Female,194.0,0,0,0,34,19,0.0,5,2
WD,FT,2020,LIS,0,Not specified,Referral,Female,125.0,0,0,0,2,165,0.0,6,2
WD,FT,2020,RMT-Europe,0,Not specified,newspaperOrMagazine,Female,138.0,1,0,1,23,111,0.09999999999999998,6,2
DA,PT,2020,RMT-Europe,0,Not specified,google,Male,132.0,0,0,0,3,-17,0.0,6,2
UX,FT,2020,MIA,0,Not specified,newspaperOrMagazine,Female,181.0,0,0,0,85,133,0.0,4,2
DA,FT,2020,MAD,0,Not specified,Referral,Male,140.0,1,0,0,22,50,0.0,6,2
UX,PT,2021,BCN,0,Not specified,google,Male,18.0,1,0,1,45,326,0.09999999999999998,10,4
UX,FT,2021,BCN,0,Not specified,google,Male,47.0,0,0,0,85,574,0.0,4,2
DA,PT,2020,SAO,0,Not specified,Social Media,Female,155.0,0,0,1,55,62,0.09999999999999998,5,2
DA,FT,2020,AMS,0,Not specified,google,Male,151.0,1,0,0,21,34,0.0,6,2
DA,FT,2020,PAR,0,Not specified,google,Male,162.0,0,0,0,7,62,0.0,6,2
WD,PT,2020,RMT-Europe,0,Not specified,other,Female,131.0,1,1,0,31,113,0.17000000000000004,6,2
UX,PT,2020,MEX,0,Not specified,Referral,Male,138.0,0,0,0,0,90,0.0,6,2
UX,FT,2020,BER,0,Not specified,Referral,Female,146.0,0,0,0,2,113,0.0,6,2
WD,FT,2020,RMT-Europe,0,Not specified,google,Female,151.0,0,0,0,6,117,0.0,6,2
WD,FT,2020,PAR,0,Not specified,other,Female,159.0,0,0,1,85,140,0.09999999999999998,4,2
WD,FT,2020,RMT-Europe,0,Not specified,google,Male,152.0,0,0,0,3,114,0.0,6,2
DA,FT,2020,RMT-Europe,0,Not specified,other,Female,131.0,0,0,0,0,-51,0.0,6,2
WD,FT,2020,MAD,0,Not specified,IronhackEvent,Female,186.0,0,0,0,55,103,0.0,5,2
DA,FT,2020,LIS,0,Not specified,google,Female,161.0,0,0,1,55,218,0.09999999999999998,5,2
DA,PT,2020,MEX,0,Not specified,Social Media,Female,138.0,0,0,1,55,145,0.09999999999999998,5,2
UX,FT,2020,MEX,0,Not specified,Referral,Male,162.0,0,0,0,5,-109,0.0,6,2
WD,FT,2020,MAD,0,Not specified,google,Female,138.0,0,0,0,0,111,0.0,6,2
UX,FT,2020,BCN,0,Not specified,Referral,Female,176.0,0,0,0,55,47,0.0,5,2
WD,FT,2020,MAD,0,Not specified,google,Male,154.0,0,0,0,8,56,0.0,6,2
DA,PT,2020,SAO,1,COVID-19,Referral,Female,161.0,1,0,1,1,8,0.18000000000000005,6,2
WD,FT,2020,RMT-America,0,Not specified,switchup,Female,181.0,0,0,0,24,187,0.0,6,2
WD,FT,2020,BER,0,Not specified,google,Male,131.0,0,0,1,4,104,0.28,6,2
WD,FT,2020,RMT-Europe,0,Not specified,Social Media,Male,117.0,0,0,0,8,-15,0.0,6,2
DA,FT,2020,MAD,0,Not specified,Referral,Male,151.0,1,0,0,108,57,0.0,6,2
UX,PT,2020,MEX,0,Not specified,Referral,Female,146.0,0,0,0,7,97,0.0,6,2
UX,FT,2020,LIS,0,Not specified,google,Female,149.0,1,0,1,15,163,0.12,6,2
UX,FT,2020,SAO,0,Not specified,Social Media,Male,137.0,0,0,0,5,53,0.0,6,2
WD,FT,2020,RMT-Europe,0,Not specified,google,Male,82.0,0,0,0,5,-18,0.0,6,2
UX,FT,2020,MEX,0,Not specified,newspaperOrMagazine,Female,161.0,0,0,0,5,-109,0.0,6,2
WD,FT,2020,MIA,0,Not specified,google,Male,145.0,0,0,0,1,49,0.0,6,2
DA,PT,2020,BER,0,Not specified,google,Male,147.0,0,0,1,3,59,0.06000000000000005,6,2
WD,FT,2020,MIA,0,Not specified,Social Media,Female,193.0,0,0,0,48,85,0.0,5,2
WD,FT,2020,MIA,0,Not specified,Social Media,Male,183.0,0,0,0,48,96,0.0,5,2
WD,FT,2020,RMT-America,0,Not specified,google,Male,196.0,0,0,0,48,25,0.0,5,2
UX,FT,2020,AMS,0,Not specified,Referral,Male,168.0,1,0,0,80,112,0.0,4,2
WD,FT,2020,MIA,0,Not specified,IronhackEvent,Male,141.0,0,0,0,176,132,0.0,4,2
WD,FT,2020,RMT-Europe,0,Not specified,google,Male,118.0,0,0,0,9,-14,0.0,6,2
WD,FT,2020,RMT-Europe,0,Not specified,google,Male,169.0,0,0,0,9,-14,0.0,6,2
WD,FT,2020,RMT-Europe,0,Not specified,other,Female,201.0,0,0,0,48,25,0.0,5,2
WD,PT,2020,BCN,0,Not specified,google,Male,62.0,0,0,0,176,175,0.0,4,2
WD,FT,2020,LIS,0,Not specified,Social Media,Male,188.0,0,0,0,48,47,0.0,5,2
WD,FT,2020,SAO,0,Not specified,google,Male,137.0,0,0,0,0,48,0.0,6,2
WD,FT,2020,SAO,0,Not specified,google,Female,153.0,1,0,1,46,56,0.24,6,2
WD,FT,2020,MIA,0,Not specified,Social Media,Male,169.0,0,0,0,11,59,0.0,6,2
WD,FT,2020,MEX,0,Not specified,other,Female,165.0,0,0,0,7,-107,0.0,6,2
UX,FT,2020,LIS,0,Not specified,google,Female,134.0,1,0,1,33,169,0.15000000000000002,6,2
UX,FT,2020,LIS,0,Not specified,google,Female,154.0,1,0,0,21,169,0.040000000000000036,6,2
DA,PT,2020,RMT-Europe,0,Not specified,newspaperOrMagazine,Male,159.0,0,0,0,6,-14,0.0,6,2
UX,FT,2020,BER,0,Not specified,other,Female,161.0,1,0,1,5,116,0.28,6,2
WD,FT,2020,RMT-Europe,0,Not specified,Social Media,Female,82.0,0,0,0,9,-14,0.0,6,2
WD,FT,2020,RMT-Europe,0,Not specified,newspaperOrMagazine,Male,176.0,0,0,0,17,-6,0.0,6,2
DA,FT,2020,AMS,0,Not specified,Social Media,Male,175.0,0,0,0,17,44,0.0,6,2
WD,FT,2020,LIS,0,Not specified,Social Media,Male,141.0,1,0,0,10,178,0.0,6,2
WD,FT,2020,RMT-America,0,Not specified,google,Male,181.0,0,0,0,145,308,0.0,2,1
UX,FT,2020,LIS,0,Not specified,google,Female,175.0,1,0,1,130,308,0.040000000000000036,2,1
WD,FT,2020,BER,0,Not specified,google,Male,168.0,1,0,1,3,216,0.28,3,1
WD,FT,2020,PAR,0,Not specified,other,Female,181.0,0,0,1,116,171,0.09999999999999998,3,1
UX,FT,2020,MAD,0,Not specified,Referral,Male,175.0,0,0,0,16,64,0.0,6,2
