Bootcamp Course,Bootcamp Format,Bootcamp Year,Campus - Timezone,Drop,Drop Reason,how did you hear about us?,Person Account: Gender,Stage Duration,Paid Deposit,Scholarship,Discount,Time Conversion - days,Time between Created Date and Start Date - days,Discount(%),Creater Month,Creater Quarter
WD,FT,2020,RMT-Europe,1,Personal matters,other,Female,237.0,1,0,1,31,9,0.21999999999999997,3,1
UX,FT,2017,BCN,0,Not specified,Social Media,Female,1378.0,0,0,0,107,337,0.0,1,1
UX,FT,2019,BCN,0,Not specified,newspaperOrMagazine,Male,551.0,1,0,0,383,201,0.0,11,4
UX,FT,2017,MAD,0,Not specified,Social Media,Female,1378.0,0,0,0,71,337,0.0,1,1
UX,PT,2021,RMT-Europe,0,Not specified,Social Media,Female,11.0,0,0,0,0,116,0.0,11,4
DA,PT,2019,MAD,0,Not specified,Referral,Female,728.0,0,0,0,81,161,0.0,11,4
DA,PT,2019,MAD,0,Not specified,IronhackEvent,Male,728.0,0,0,1,81,161,0.27,11,4
WD,PT,2017,MIA,0,Not specified,other,Male,1359.0,0,0,1,563,71,0.030000000000000027,3,1
WD,PT,2021,MEX,0,Not specified,Social Media,Female,40.0,0,0,0,0,219,0.0,10,4
UX,FT,2018,PAR,0,Not specified,other,Female,946.0,1,0,1,0,124,0.32999999999999996,7,3
WD,FT,2019,PAR,0,Not specified,other,Male,753.0,0,0,0,32,227,0.0,11,4
WD,FT,2017,BCN,0,Not specified,google,Male,1359.0,0,0,0,65,261,0.0,3,1
UX,FT,2020,BCN,0,Not specified,courseReport,Male,340.0,0,0,0,161,113,0.0,9,3
WD,PT,2021,MIA,0,Not specified,Social Media,Female,28.0,0,0,1,0,482,0.09999999999999998,4,2
WD,FT,2018,PAR,0,Not specified,other,Female,946.0,1,0,1,123,-38,0.09999999999999998,7,3
WD,FT,2019,MAD,0,Not specified,switchup,Male,753.0,0,0,1,12,227,0.14,11,4
UX,PT,2018,MAD,0,Not specified,Social Media,Female,966.0,0,0,0,22,189,0.0,4,2
WD,FT,2017,BCN,0,Not specified,google,Male,1358.0,0,0,0,70,260,0.0,3,1
DA,FT,2020,PAR,0,Not specified,Social Media,Female,47.0,0,0,0,0,-41,0.0,10,4
UX,FT,2019,LIS,0,Not specified,Social Media,Male,753.0,0,0,0,12,185,0.0,11,4
WD,FT,2018,MAD,0,Not specified,Social Media,Male,920.0,0,0,1,121,258,9.77,2,1
WD,FT,2017,MIA,0,Not specified,courseReport,Female,1356.0,1,0,1,226,107,0.09999999999999998,3,1
WD,FT,2020,BCN,0,Not specified,IronhackEvent,Female,424.0,0,0,0,1,65,0.0,11,4
WD,FT,2018,BER,0,Not specified,other,Female,545.0,1,0,1,123,25,0.31000000000000005,7,3
WD,FT,2019,MAD,1,Not specified,Social Media,Female,753.0,0,0,1,96,122,0.09999999999999998,11,4
UX,FT,2018,MAD,0,Not specified,other,Male,889.0,1,0,1,214,229,0.15000000000000002,3,1
WD,PT,2017,MIA,0,Not specified,google,Male,1358.0,0,0,0,75,70,0.0,3,1
UX,PT,2020,BER,0,Not specified,Referral,Female,410.0,1,0,1,17,80,0.19999999999999996,11,4
UX,FT,2018,MAD,0,Not specified,other,Male,887.0,1,0,1,123,168,0.15000000000000002,5,2
WD,FT,2017,BCN,0,Not specified,other,Female,1358.0,0,0,1,66,209,0.15000000000000002,3,1
UX,FT,2018,MAD,0,Not specified,other,Male,946.0,1,0,1,92,109,0.31000000000000005,7,3
WD,FT,2019,BER,0,Not specified,google,Male,744.0,0,0,0,22,113,0.0,11,4
WD,PT,2017,BCN,0,Not specified,Referral,Male,1358.0,1,0,0,105,-44,0.0,3,1
WD,FT,2019,AMS,0,Not specified,google,Male,744.0,0,0,1,68,252,0.07999999999999996,11,4
WD,FT,2019,MAD,0,Not specified,newspaperOrMagazine,Male,726.0,0,0,0,39,110,0.0,12,4
WD,FT,2017,MAD,0,Not specified,Referral,Male,1358.0,0,0,1,201,-17,0.15000000000000002,3,1
WD,PT,2018,BER,0,Not specified,other,Male,946.0,0,0,0,62,67,0.0,7,3
WD,PT,2019,LIS,0,Not specified,google,Female,744.0,0,0,1,17,296,0.20999999999999996,11,4
DA,FT,2018,MAD,0,Not specified,Social Media,Male,865.0,0,0,0,26,80,0.0,7,3
WD,FT,2018,BER,0,Not specified,other,Male,545.0,1,0,1,92,25,0.31000000000000005,7,3
WD,PT,2020,LIS,0,Not specified,google,Female,209.0,0,0,1,0,206,0.09999999999999998,3,1
UX,FT,2019,BCN,0,Not specified,google,Female,424.0,0,0,0,55,35,0.0,9,3
UX,FT,2018,BCN,0,Not specified,google,Male,946.0,1,0,0,124,46,0.0,7,3
UX,FT,2019,PAR,0,Not specified,other,Female,744.0,0,0,0,24,218,0.0,11,4
WD,FT,2019,MIA,0,Not specified,Not specified,Prefer not to disclose,435.0,0,0,0,14,35,0.0,9,3
DA,PT,2020,SAO,0,Not specified,Social Media,Female,61.0,0,0,1,0,102,0.09999999999999998,7,3
UX,FT,2018,BCN,0,Not specified,Referral,Male,946.0,1,0,0,62,124,0.0,7,3
WD,FT,2019,MAD,0,Not specified,Social Media,Male,744.0,0,0,1,24,218,0.29000000000000004,11,4
DA,PT,2021,SAO,0,Not specified,Referral,Female,271.0,1,0,1,30,393,0.21999999999999997,11,4
UX,PT,2019,MIA,0,Not specified,newspaper_or_magazine,Male,434.0,0,0,0,14,35,0.0,9,3
WD,FT,2019,MAD,0,Not specified,newspaperOrMagazine,Female,743.0,0,0,1,67,217,0.09999999999999998,11,4
WD,FT,2017,BCN,0,Not specified,other,Female,1336.0,1,0,1,13,237,0.38,4,2
WD,FT,2019,MIA,0,Not specified,google,Male,435.0,1,0,0,14,35,0.0,9,3
DA,FT,2020,BCN,0,Not specified,Social Media,Female,172.0,0,0,0,0,5,0.0,6,2
WD,FT,2018,MAD,0,Not specified,Referral,Male,934.0,0,0,1,40,171,0.07999999999999996,5,2
WD,FT,2019,BER,0,Not specified,Social Media,Female,743.0,0,0,0,4,112,0.0,11,4
UX,FT,2020,MEX,0,Not specified,Social Media,Female,139.0,0,0,0,0,146,0.0,7,3
UX,FT,2019,SAO,0,Not specified,Referral,Male,440.0,0,0,0,9,63,0.0,9,3
WD,FT,2020,LIS,0,Not specified,Social Media,Female,153.0,0,0,0,0,156,0.0,7,3
UX,FT,2018,MEX,0,Not specified,Social Media,Male,934.0,0,0,0,6,171,0.0,5,2
WD,PT,2018,MAD,0,Not specified,Referral,Male,845.0,0,0,0,35,-129,0.0,8,3
WD,FT,2017,MAD,0,Not specified,other,Female,1330.0,0,0,1,104,181,0.22999999999999998,4,2
WD,FT,2019,MAD,0,Not specified,IronhackEvent,Male,467.0,0,0,1,293,346,1.29,11,4
WD,FT,2019,PAR,0,Not specified,Not specified,Female,488.0,0,0,0,20,20,0.0,4,2
DA,PT,2020,SAO,0,Not specified,Social Media,Male,391.0,0,0,0,16,278,0.0,10,4
WD,FT,2018,MIA,0,Not specified,Social Media,Male,933.0,0,0,1,58,155,0.08999999999999997,5,2
WD,FT,2019,MAD,0,Not specified,Referral,Male,812.0,0,0,0,0,286,0.0,9,3
DA,FT,2019,PAR,0,Not specified,other,Female,752.0,0,0,0,25,72,0.0,11,4
WD,FT,2020,RMT-America,0,Not specified,Social Media,Male,182.0,0,0,0,0,54,0.0,4,2
WD,FT,2018,BER,0,Not specified,other,Male,933.0,0,0,1,36,82,0.12,5,2
UX,PT,2019,MEX,0,Not specified,Social Media,Male,743.0,1,0,1,16,128,0.14,11,4
WD,FT,2019,LIS,0,Not specified,google,Male,775.0,0,0,0,22,144,0.0,10,4
WD,FT,2017,MIA,0,Not specified,Social Media,Female,1313.0,0,0,1,123,115,0.08999999999999997,5,2
DA,FT,2020,SAO,0,Not specified,switchup,Male,312.0,1,0,0,7,24,0.16000000000000003,1,1
UX,FT,2018,MEX,0,Not specified,Social Media,Male,933.0,0,0,0,33,156,0.0,5,2
WD,FT,2019,BCN,0,Not specified,Referral,Male,743.0,1,0,0,16,127,0.0,11,4
WD,FT,2017,MIA,0,Not specified,Social Media,Female,1313.0,0,0,0,0,-7,0.0,6,2
DA,FT,2020,AMS,0,Not specified,newspaperOrMagazine,Male,243.0,0,0,0,36,41,0.0,2,1
UX,FT,2020,MIA,0,Not specified,Not specified,Prefer not to disclose,322.0,0,0,0,30,29,0.0,3,1
UX,PT,2019,MAD,0,Not specified,Referral,Female,728.0,0,0,0,102,162,0.0,11,4
WD,FT,2017,MIA,0,Not specified,Social Media,Male,1312.0,0,0,0,92,56,0.0,6,2
DA,FT,2020,PAR,0,Not specified,PoleEmploi,Male,398.0,0,0,0,0,356,0.0,6,2
DA,PT,2020,MAD,0,Not specified,Referral,Male,330.0,0,0,0,0,130,0.15000000000000002,12,4
WD,FT,2018,MIA,0,Not specified,google,Male,933.0,1,0,0,31,85,0.0,5,2
UX,FT,2019,BER,0,Not specified,google,Female,743.0,0,0,1,16,217,0.22999999999999998,11,4
WD,FT,2018,PAR,0,Not specified,Social Media,Male,825.0,0,0,0,138,158,0.0,5,2
WD,FT,2017,MIA,0,Not specified,Social Media,Male,1312.0,0,0,0,92,56,0.0,6,2
UX,PT,2020,MAD,0,Not specified,IronhackEvent,Female,274.0,0,0,0,71,99,0.15000000000000002,1,1
WD,FT,2018,MEX,0,Not specified,Social Media,Male,933.0,0,0,0,25,92,0.0,5,2
UX,FT,2019,BER,0,Not specified,google,Female,443.0,1,0,1,32,54,0.22999999999999998,8,3
WD,FT,2019,MAD,0,Not specified,IronhackEvent,Male,727.0,0,0,1,51,84,0.14,12,4
DA,FT,2020,MAD,0,Not specified,google,Male,347.0,0,0,0,4,87,0.15000000000000002,12,4
WD,PT,2018,MAD,0,Not specified,Blog,Male,992.0,0,0,1,84,33,0.19999999999999996,3,1
UX,FT,2020,SAO,0,Not specified,Referral,Male,302.0,1,0,1,246,18,0.18000000000000005,1,1
WD,FT,2020,PAR,0,Not specified,other,Male,285.0,1,0,0,62,87,0.15000000000000002,12,4
WD,FT,2018,PAR,0,Not specified,Social Media,Male,933.0,0,0,1,24,-12,0.13,5,2
UX,FT,2019,MIA,0,Not specified,Referral,Female,690.0,0,0,1,6,-14,0.39,1,1
WD,FT,2020,MIA,0,Not specified,IronhackEvent,Male,281.0,0,0,0,40,39,0.0,2,1
WD,FT,2017,BCN,0,Not specified,Social Media,Male,1312.0,0,0,0,61,70,0.0,6,2
UX,FT,2020,BER,0,Not specified,Referral,Male,299.0,1,0,1,59,87,0.28,12,4
WD,FT,2018,BER,0,Not specified,other,Male,545.0,1,0,1,2,82,0.12,5,2
UX,PT,2020,AMS,0,Not specified,Referral,Female,697.0,1,0,1,2,242,0.12,11,4
WD,FT,2020,MIA,0,Not specified,IronhackEvent,Male,211.0,0,0,0,0,155,0.0,3,1
WD,FT,2017,MIA,0,Not specified,Social Media,Female,1312.0,0,0,0,61,84,0.0,6,2
WD,FT,2020,MIA,0,Not specified,google,Male,299.0,0,0,0,0,109,0.0,7,3
DA,FT,2020,MAD,0,Not specified,Referral,Female,320.0,1,0,1,27,87,0.24,12,4
DA,FT,2020,PAR,0,Not specified,other,Female,252.0,0,0,0,0,139,0.0,3,1
WD,PT,2019,PAR,0,Not specified,google,Male,533.0,0,0,0,30,98,0.0,6,2
WD,FT,2020,MAD,0,Not specified,Referral,Male,344.0,0,0,0,3,87,0.15000000000000002,12,4
WD,FT,2018,BCN,0,Not specified,Social Media,Male,933.0,0,0,0,102,36,0.0,5,2
WD,PT,2020,RMT-America,0,Not specified,Referral,Male,229.0,0,0,0,0,103,0.0,3,1
WD,FT,2018,BER,0,Not specified,Social Media,Male,933.0,0,0,1,36,71,0.07999999999999996,5,2
UX,FT,2017,BCN,0,Not specified,Social Media,Female,1311.0,0,0,0,62,103,0.0,7,3
WD,FT,2017,BCN,0,Not specified,google,Male,1381.0,1,0,1,5,6,0.22999999999999998,2,1
WD,PT,2020,MAD,0,Not specified,Referral,Male,319.0,0,0,0,3,122,0.15000000000000002,12,4
UX,FT,2017,MIA,0,Not specified,other,Male,1445.0,1,0,1,25,30,0.08999999999999997,12,4
DA,FT,2020,SAO,0,Not specified,other,Male,239.0,0,0,0,57,-28,0.0,2,1
DA,PT,2020,SAO,1,COVID-19,Not specified,Female,345.0,1,1,0,2,218,0.32999999999999996,12,4
WD,FT,2018,PAR,0,Not specified,Social Media,Male,932.0,0,0,1,28,-13,0.13,5,2
DA,FT,2019,MAD,0,Not specified,other,Male,769.0,0,0,1,21,82,0.20999999999999996,10,4
UX,FT,2017,MIA,0,Not specified,Referral,Female,1298.0,0,0,1,502,200,0.08999999999999997,5,2
WD,FT,2018,MIA,0,Not specified,courseReport,Male,993.0,0,0,0,118,230,0.0,3,1
UX,PT,2020,MEX,1,Personal matters,Not specified,Prefer not to disclose,924.0,1,0,1,20,664,0.15000000000000002,5,2
WD,FT,2019,MAD,0,Not specified,Referral,Male,763.0,0,0,0,164,385,0.0,6,2
WD,FT,2017,MIA,0,Not specified,Referral,Male,1298.0,0,0,0,5,9,0.0,5,2
WD,FT,2020,MEX,0,Not specified,Social Media,Male,344.0,0,0,0,3,157,0.0,12,4
UX,FT,2018,MAD,0,Not specified,Referral,Male,924.0,1,0,0,15,83,0.0,5,2
DA,FT,2019,MAD,0,Not specified,Referral,Female,761.0,0,0,1,101,163,0.64,8,3
WD,FT,2017,MIA,0,Not specified,switchup,Male,1297.0,1,0,0,26,148,0.0,5,2
UX,FT,2020,MAD,0,Not specified,google,Female,273.0,0,0,0,88,3,0.0,1,1
WD,FT,2020,MEX,0,Not specified,google,Male,344.0,0,0,0,3,157,0.0,12,4
UX,FT,2019,MEX,0,Not specified,Not specified,Prefer not to disclose,924.0,0,0,0,238,300,0.0,5,2
WD,FT,2020,BCN,0,Not specified,Social Media,Female,265.0,0,0,0,69,271,0.0,1,1
WD,FT,2017,MIA,0,Not specified,Social Media,Male,1297.0,0,0,1,79,48,0.41000000000000003,5,2
WD,PT,2020,MAD,0,Not specified,Referral,Female,263.0,0,0,1,15,42,0.24,3,1
DA,FT,2020,AMS,0,Not specified,google,Male,315.0,1,0,0,33,52,0.0,12,4
UX,FT,2018,MEX,0,Not specified,other,Male,924.0,1,0,0,0,161,0.0,5,2
WD,FT,2020,MAD,0,Not specified,Referral,Male,355.0,1,0,0,20,45,0.0,11,4
UX,FT,2019,MAD,0,Not specified,google,Female,474.0,0,0,0,31,35,0.0,7,3
WD,FT,2019,PAR,0,Not specified,Referral,Male,544.0,1,0,1,198,309,0.17000000000000004,8,3
WD,FT,2020,LIS,0,Not specified,Social Media,Male,295.0,1,0,0,71,108,0.0,12,4
UX,PT,2019,AMS,0,Not specified,IronhackEvent,Female,654.0,0,0,0,69,59,0.0,2,1
WD,FT,2017,PAR,0,Not specified,Social Media,Female,1297.0,0,0,0,199,-42,0.0,5,2
UX,FT,2019,PAR,0,Not specified,google,Female,787.0,1,0,0,12,261,0.0,10,4
WD,FT,2019,MEX,0,Not specified,Not specified,Prefer not to disclose,924.0,0,0,0,460,231,0.0,5,2
UX,FT,2019,MAD,0,Not specified,Referral,Female,695.0,0,0,1,201,52,1.29,1,1
DA,PT,2020,MEX,0,Not specified,Social Media,Male,265.0,0,0,0,33,25,0.0,2,1
WD,FT,2017,BCN,0,Not specified,Social Media,Male,1297.0,0,0,1,1,199,0.69,5,2
WD,FT,2020,MIA,0,Not specified,google,Male,281.0,0,0,0,74,231,0.0,12,4
UX,FT,2018,BCN,0,Not specified,Referral,Male,924.0,0,0,1,93,161,0.07999999999999996,5,2
UX,FT,2019,BER,0,Not specified,google,Male,695.0,0,0,1,5,52,0.06999999999999995,1,1
WD,FT,2020,MAD,0,Not specified,Referral,Female,327.0,1,0,1,28,95,0.24,12,4
WD,FT,2017,PAR,0,Not specified,Social Media,Female,1297.0,0,0,1,2,36,0.15000000000000002,5,2
WD,FT,2020,MIA,0,Not specified,google,Male,146.0,0,0,0,0,115,0.0,6,2
UX,FT,2018,MEX,0,Not specified,Social Media,Prefer not to disclose,924.0,0,0,0,28,153,0.0,5,2
WD,FT,2019,PAR,0,Not specified,google,Male,685.0,0,0,0,284,54,0.0,1,1
DA,PT,2020,MAD,0,Not specified,Referral,Male,294.0,1,0,0,147,216,0.15000000000000002,9,3
WD,FT,2017,PAR,0,Not specified,Social Media,Female,1297.0,0,0,0,58,-42,0.0,5,2
WD,PT,2019,MIA,0,Not specified,Referral,Male,744.0,1,0,0,19,101,0.0,11,4
WD,FT,2018,MEX,0,Not specified,Not specified,Male,924.0,1,0,1,78,83,0.09999999999999998,5,2
UX,PT,2019,BCN,0,Not specified,Social Media,Male,685.0,0,0,0,1,125,0.0,1,1
DA,PT,2020,MEX,0,Not specified,Social Media,Male,266.0,1,0,1,25,31,0.10999999999999999,2,1
WD,FT,2017,BCN,0,Not specified,other,Male,1297.0,0,0,0,32,148,0.0,5,2
WD,PT,2017,MAD,0,Not specified,google,Male,1197.0,0,0,0,112,56,0.0,8,3
WD,FT,2019,MEX,0,Not specified,other,Prefer not to disclose,924.0,1,0,1,1,281,0.20999999999999996,5,2
WD,PT,2018,MAD,0,Not specified,other,Male,1062.0,0,0,0,32,-191,0.0,11,4
WD,FT,2020,PAR,0,Not specified,other,Female,168.0,0,0,0,520,84,0.0,6,2
WD,FT,2018,MEX,0,Not specified,other,Prefer not to disclose,924.0,1,0,1,1,153,0.09999999999999998,5,2
WD,FT,2019,PAR,0,Not specified,PoleEmploi,Male,685.0,0,0,0,27,54,0.0,1,1
WD,FT,2020,MAD,0,Not specified,google,Male,263.0,0,0,1,11,-74,0.14,3,1
UX,PT,2020,BCN,1,Can not afford the payment,other,Male,734.0,1,0,1,92,675,0.31999999999999995,5,2
WD,FT,2018,MEX,0,Not specified,other,Male,924.0,1,0,1,1,83,0.09999999999999998,5,2
WD,FT,2020,AMS,0,Not specified,Social Media,Female,69.0,1,0,1,60,131,0.20999999999999996,8,3
UX,FT,2018,MIA,0,Not specified,other,Male,1060.0,1,0,0,45,297,0.0,1,1
WD,FT,2018,MEX,0,Not specified,other,Prefer not to disclose,924.0,1,0,1,1,83,0.09999999999999998,5,2
UX,FT,2019,MAD,0,Not specified,Social Media,Male,685.0,0,0,1,69,54,0.14,1,1
WD,FT,2018,MIA,0,Not specified,Referral,Female,1050.0,0,0,1,162,12,0.08999999999999997,1,1
WD,FT,2018,MEX,0,Not specified,other,Male,924.0,1,0,1,1,83,0.09999999999999998,5,2
WD,FT,2019,PAR,0,Not specified,google,Female,685.0,0,0,1,99,124,0.08999999999999997,1,1
UX,PT,2020,MIA,0,Not specified,google,Female,274.0,0,0,0,37,105,0.0,2,1
UX,FT,2018,MEX,0,Not specified,other,Male,924.0,1,0,0,1,161,0.0,5,2
DA,FT,2019,BCN,0,Not specified,Social Media,Female,685.0,0,0,0,33,152,0.0,1,1
WD,FT,2019,MEX,0,Not specified,other,Prefer not to disclose,924.0,1,0,1,1,231,0.14,5,2
WD,FT,2019,MAD,0,Not specified,Referral,Female,307.0,1,0,1,26,-16,0.31999999999999995,1,1
UX,PT,2020,MEX,1,COVID-19,other,Prefer not to disclose,924.0,1,1,0,1,853,0.13,5,2
UX,FT,2019,PAR,0,Not specified,PoleEmploi,Female,685.0,0,0,0,34,54,0.0,1,1
DA,FT,2020,MIA,0,Not specified,Referral,Male,300.0,0,0,0,66,65,0.0,1,1
DA,FT,2020,MEX,0,Not specified,Social Media,Male,264.0,0,0,0,43,35,0.0,2,1
WD,FT,2019,MEX,0,Not specified,Not specified,Prefer not to disclose,924.0,0,0,0,198,229,0.0,5,2
WD,FT,2019,SAO,0,Not specified,Social Media,Male,685.0,0,0,0,1,61,0.0,1,1
DA,PT,2020,AMS,0,Not specified,Referral,Male,223.0,0,0,0,0,75,0.0,4,2
WD,FT,2017,MAD,0,Not specified,other,Male,1279.0,0,0,0,123,71,0.0,8,3
DA,FT,2020,MEX,0,Not specified,Referral,Male,264.0,0,0,0,61,53,0.0,1,1
WD,FT,2018,MEX,0,Not specified,Social Media,Male,923.0,0,0,0,0,82,0.0,5,2
WD,FT,2019,MIA,0,Not specified,IronhackEvent,Male,685.0,1,0,0,32,-19,0.0,1,1
WD,FT,2020,SAO,0,Not specified,Referral,Male,330.0,1,0,1,21,56,0.12,12,4
DA,PT,2020,MEX,0,Not specified,Referral,Female,442.0,1,0,1,105,294,0.17000000000000004,12,4
UX,FT,2018,MEX,0,Not specified,IronhackEvent,Male,923.0,0,0,0,14,152,0.0,5,2
UX,FT,2019,MIA,0,Not specified,courseReport,Female,544.0,1,0,1,91,256,0.08999999999999997,1,1
WD,FT,2019,MAD,0,Not specified,Referral,Female,690.0,1,0,1,135,213,0.09999999999999998,1,1
WD,FT,2017,PAR,0,Not specified,Social Media,Male,1279.0,0,0,0,93,-41,0.0,8,3
WD,FT,2017,MIA,0,Not specified,Referral,Male,1274.0,0,0,0,478,-123,0.0,6,2
WD,PT,2018,PAR,0,Not specified,Referral,Male,909.0,0,0,0,34,97,0.0,6,2
WD,FT,2019,SAO,0,Not specified,Social Media,Male,685.0,1,0,0,21,61,0.0,1,1
UX,PT,2020,MAD,0,Not specified,Referral,Male,246.0,0,0,0,36,64,0.15000000000000002,2,1
UX,FT,2018,MEX,0,Not specified,other,Male,909.0,1,0,0,15,-96,0.0,6,2
UX,PT,2019,MEX,0,Not specified,IronhackEvent,Male,685.0,0,0,1,313,70,0.010000000000000009,1,1
DA,FT,2020,BCN,0,Not specified,newspaperOrMagazine,Female,265.0,0,0,0,0,61,0.15000000000000002,1,1
WD,FT,2018,PAR,0,Not specified,Social Media,Male,908.0,0,0,1,74,122,0.13,6,2
WD,FT,2019,PAR,0,Not specified,Social Media,Female,735.0,0,0,1,249,445,0.08999999999999997,4,2
UX,FT,2020,BCN,0,Not specified,newspaperOrMagazine,Female,260.0,0,0,0,62,61,0.15000000000000002,1,1
WD,FT,2018,PAR,0,Not specified,Social Media,Male,908.0,0,0,0,14,122,0.0,6,2
WD,PT,2019,PAR,0,Not specified,google,Male,735.0,0,0,0,250,285,0.0,4,2
UX,PT,2020,MAD,0,Not specified,Social Media,Male,265.0,1,0,0,30,71,0.15000000000000002,2,1
WD,FT,2020,SAO,1,COVID-19,switchup,Male,336.0,1,0,0,218,83,0.16000000000000003,11,4
WD,FT,2018,MAD,0,Not specified,Referral,Male,908.0,1,0,1,12,130,0.15000000000000002,6,2
WD,FT,2019,PAR,0,Not specified,other,Female,735.0,0,0,1,355,340,0.09999999999999998,4,2
UX,FT,2020,MAD,0,Not specified,Social Media,Male,186.0,0,0,0,0,133,0.0,4,2
WD,FT,2018,BCN,0,Not specified,Social Media,Male,908.0,0,0,1,77,11,0.07999999999999996,6,2
WD,FT,2019,MAD,0,Not specified,Social Media,Male,735.0,0,0,1,278,328,0.20999999999999996,4,2
WD,FT,2017,MIA,0,Not specified,other,Male,1279.0,0,0,0,93,-68,0.0,8,3
WD,FT,2020,MIA,0,Not specified,google,Female,242.0,0,0,0,18,146,0.0,3,1
WD,FT,2019,PAR,0,Not specified,IronhackEvent,Male,735.0,1,0,1,252,445,0.09999999999999998,4,2
WD,FT,2019,SAO,0,Not specified,Social Media,Female,770.0,0,0,1,16,244,0.09999999999999998,10,4
WD,FT,2017,MIA,0,Not specified,switchup,Female,1265.0,0,0,0,21,16,0.0,6,2
UX,FT,2018,BER,0,Not specified,Social Media,Male,908.0,0,0,1,68,57,0.38,6,2
WD,FT,2019,MAD,0,Not specified,other,Male,735.0,1,0,0,91,340,0.0,4,2
UX,PT,2020,SAO,0,Not specified,Social Media,Female,263.0,0,0,1,18,221,0.21999999999999997,3,1
UX,FT,2020,AMS,0,Not specified,google,Female,273.0,1,0,0,285,43,0.0,2,1
WD,FT,2020,BER,0,Not specified,google,Male,222.0,0,0,0,75,-10,0.0,1,1
WD,PT,2018,MEX,0,Not specified,Social Media,Male,908.0,0,0,0,35,40,0.0,6,2
WD,PT,2019,MAD,0,Not specified,other,Male,735.0,0,0,1,244,284,0.13,4,2
DA,PT,2019,MAD,0,Not specified,Social Media,Female,728.0,0,0,1,323,161,0.13,11,4
WD,FT,2019,LIS,0,Not specified,IronhackEvent,Male,298.0,0,0,0,13,124,0.0,11,4
WD,FT,2020,MEX,0,Not specified,Social Media,Male,278.0,0,0,0,75,67,0.0,1,1
WD,FT,2018,BER,0,Not specified,other,Male,545.0,1,0,1,11,57,0.31000000000000005,6,2
UX,PT,2019,MAD,0,Not specified,other,Female,735.0,0,0,1,244,376,0.13,4,2
UX,FT,2019,MAD,0,Not specified,Referral,Male,727.0,0,0,1,6,96,0.14,12,4
WD,FT,2020,LIS,0,Not specified,IronhackEvent,Male,267.0,0,0,0,0,59,0.15000000000000002,2,1
WD,FT,2020,SAO,0,Not specified,google,Male,306.0,0,0,0,75,32,0.0,1,1
WD,PT,2018,MEX,0,Not specified,Social Media,Male,908.0,0,0,0,444,130,0.0,6,2
UX,PT,2019,MAD,0,Not specified,google,Male,735.0,0,0,0,250,376,0.0,4,2
WD,PT,2017,MAD,0,Not specified,Referral,Male,1264.0,0,0,0,528,-66,0.0,6,2
WD,FT,2020,LIS,0,Not specified,Social Media,Male,267.0,0,0,0,0,119,0.0,3,1
WD,FT,2020,BCN,0,Not specified,google,Male,316.0,0,0,0,75,32,0.0,1,1
WD,FT,2019,MEX,0,Not specified,Social Media,Male,718.0,0,0,0,254,24,0.0,12,4
WD,FT,2019,MIA,0,Not specified,switchup,Male,733.0,0,0,0,193,224,0.0,6,2
WD,PT,2019,MIA,0,Not specified,Social Media,Male,447.0,0,0,0,50,83,0.0,7,3
WD,FT,2020,LIS,0,Not specified,Social Media,Male,321.0,0,0,0,294,398,0.15000000000000002,3,1
WD,FT,2020,LIS,0,Not specified,Social Media,Female,300.0,0,0,0,0,82,0.15000000000000002,1,1
WD,FT,2019,MAD,0,Not specified,google,Male,908.0,0,0,0,138,381,0.0,6,2
WD,FT,2019,BCN,0,Not specified,courseReport,Female,733.0,0,0,1,190,384,0.08999999999999997,6,2
WD,PT,2020,MIA,1,Got a job,other,Female,305.0,1,0,1,171,149,0.09999999999999998,1,1
UX,PT,2017,MAD,0,Not specified,other,Male,1264.0,0,0,0,54,169,0.0,6,2
DA,FT,2020,SAO,0,Not specified,Referral,Female,312.0,1,0,1,385,402,0.24,1,1
WD,FT,2020,PAR,0,Not specified,Social Media,Female,279.0,0,0,0,75,67,0.15000000000000002,1,1
WD,FT,2018,MIA,0,Not specified,google,Male,908.0,0,0,0,145,129,0.0,6,2
UX,FT,2019,BCN,0,Not specified,Social Media,Male,732.0,0,0,0,155,328,0.0,7,3
WD,FT,2020,MAD,1,COVID-19,Referral,Female,298.0,1,0,1,24,62,0.24,1,1
UX,PT,2019,MAD,0,Not specified,IronhackEvent,Female,532.0,0,0,1,34,34,0.13,3,1
UX,FT,2020,MEX,0,Not specified,google,Male,287.0,0,0,0,75,67,0.0,1,1
UX,PT,2019,AMS,0,Not specified,quora,Female,732.0,1,0,0,174,256,0.0,7,3
WD,FT,2020,MAD,0,Not specified,switchup,Female,258.0,0,0,1,11,-74,0.14,3,1
WD,FT,2017,BCN,0,Not specified,Social Media,Male,1251.0,0,0,1,10,101,0.09999999999999998,7,3
WD,FT,2020,MEX,0,Not specified,Social Media,Male,280.0,0,0,0,75,67,0.0,1,1
WD,FT,2019,MEX,0,Not specified,other,Male,732.0,0,0,1,416,256,0.010000000000000009,7,3
UX,FT,2020,MAD,0,Not specified,Social Media,Male,316.0,1,0,0,61,117,0.15000000000000002,11,4
WD,PT,2020,PAR,0,Not specified,Social Media,Female,242.0,0,0,0,75,21,0.0,1,1
WD,FT,2019,MAD,0,Not specified,Referral,Female,732.0,0,0,0,159,354,0.0,7,3
